tailnum,manufacturer,model
N349AA,AEROSPATIALE,AS 355F1
N380AA,AEROSPATIALE,AS 355F1
N632AS,AEROSPATIALE,ATR 72-212
N633AS,AEROSPATIALE,ATR 72-212
N634AS,AEROSPATIALE,ATR 72-212
N635AS,AEROSPATIALE,ATR 72-212
N636AS,AEROSPATIALE,ATR 72-212
N637AS,AEROSPATIALE,ATR 72-212
N630AS,AEROSPATIALE/ALENIA,ATR-72-212
N631AS,AEROSPATIALE/ALENIA,ATR-72-212
N640AS,AEROSPATIALE/ALENIA,ATR-72-212
N641AS,AEROSPATIALE/ALENIA,ATR-72-212
N642AS,AEROSPATIALE/ALENIA,ATR-72-212
N643AS,AEROSPATIALE/ALENIA,ATR-72-212
N201FR,AIRBUS,A320-214
N345NB,AIRBUS,A319-114
N673AW,AIRBUS,A320-232
N813NW,AIRBUS,A330-323
N834AW,AIRBUS,A319-132
N835AW,AIRBUS,A319-132
N940FR,AIRBUS,A319-111
N202FR,AIRBUS,A320-214
N703JB,AIRBUS,A320-232
N705JB,AIRBUS,A320-232
N706JB,AIRBUS,A320-232
N651JB,AIRBUS,A320-232
N652JB,AIRBUS,A320-232
N653JB,AIRBUS,A320-232
N655JB,AIRBUS,A320-232
N656JB,AIRBUS,A320-232
N657JB,AIRBUS,A320-232
N658JB,AIRBUS,A320-232
N659JB,AIRBUS,A320-232
N661JB,AIRBUS,A320-232
N662JB,AIRBUS,A320-232
N663JB,AIRBUS,A320-232
N665JB,AIRBUS,A320-232
N808FR,AIRBUS,A318-111
N809FR,AIRBUS,A318-111
N810FR,AIRBUS,A318-111
N812FR,AIRBUS,A318-111
N814NW,AIRBUS,A330-323
N815NW,AIRBUS,A330-323
N816NW,AIRBUS,A330-323
N817NW,AIRBUS,A330-323
N818NW,AIRBUS,A330-323
N819NW,AIRBUS,A330-323
N820NW,AIRBUS,A330-323
N821NW,AIRBUS,A330-323
N950FR,AIRBUS,A319-111
N632JB,AIRBUS,A320-232
N633JB,AIRBUS,A320-232
N634JB,AIRBUS,A320-232
N635JB,AIRBUS,A320-232
N636JB,AIRBUS,A320-232
N637JB,AIRBUS,A320-232
N638JB,AIRBUS,A320-232
N639JB,AIRBUS,A320-232
N640JB,AIRBUS,A320-232
N641JB,AIRBUS,A320-232
N643JB,AIRBUS,A320-232
N644JB,AIRBUS,A320-232
N645JB,AIRBUS,A320-232
N646JB,AIRBUS,A320-232
N648JB,AIRBUS,A320-232
N649JB,AIRBUS,A320-232
N812NW,AIRBUS,A330-323
N839AW,AIRBUS,A319-132
N840AW,AIRBUS,A319-132
N859NW,AIRBUS,A330-223
N944FR,AIRBUS,A319-111
N945FR,AIRBUS,A319-111
N946FR,AIRBUS,A319-111
N947FR,AIRBUS,A319-111
N948FR,AIRBUS,A319-111
N949FR,AIRBUS,A319-111
N603JB,AIRBUS,A320-232
N605JB,AIRBUS,A320-232
N606JB,AIRBUS,A320-232
N607JB,AIRBUS,A320-232
N608JB,AIRBUS,A320-232
N612JB,AIRBUS,A320-232
N613JB,AIRBUS,A320-232
N615JB,AIRBUS,A320-232
N618JB,AIRBUS,A320-232
N621JB,AIRBUS,A320-232
N623JB,AIRBUS,A320-232
N624JB,AIRBUS,A320-232
N625JB,AIRBUS,A320-232
N627JB,AIRBUS,A320-232
N629JB,AIRBUS,A320-232
N630JB,AIRBUS,A320-232
N674AW,AIRBUS,A320-232
N675AW,AIRBUS,A320-232
N676AW,AIRBUS,A320-232
N677AW,AIRBUS,A320-232
N678AW,AIRBUS,A320-232
N679AW,AIRBUS,A320-232
N680AW,AIRBUS,A320-232
N809NW,AIRBUS,A330-323
N810NW,AIRBUS,A330-323
N811NW,AIRBUS,A330-323
N836AW,AIRBUS,A319-132
N837AW,AIRBUS,A319-132
N838AW,AIRBUS,A319-132
N936FR,AIRBUS,A319-111
N937FR,AIRBUS,A319-111
N938FR,AIRBUS,A319-111
N939FR,AIRBUS,A319-111
N941FR,AIRBUS,A319-112
N942FR,AIRBUS,A319-111
N943FR,AIRBUS,A319-112
N583JB,AIRBUS,A320-232
N585JB,AIRBUS,A320-232
N586JB,AIRBUS,A320-232
N587JB,AIRBUS,A320-232
N588JB,AIRBUS,A320-232
N589JB,AIRBUS,A320-232
N590JB,AIRBUS,A320-232
N591JB,AIRBUS,A320-232
N592JB,AIRBUS,A320-232
N593JB,AIRBUS,A320-232
N594JB,AIRBUS,A320-232
N595JB,AIRBUS,A320-232
N597JB,AIRBUS,A320-232
N598JB,AIRBUS,A320-232
N599JB,AIRBUS,A320-232
N672AW,AIRBUS,A320-232
N805FR,AIRBUS,A318-111
N806FR,AIRBUS,A318-111
N806NW,AIRBUS,A330-323
N807FR,AIRBUS,A318-111
N807NW,AIRBUS,A330-323
N808NW,AIRBUS,A330-323
N852NW,AIRBUS,A330-223
N853NW,AIRBUS,A330-223
N854NW,AIRBUS,A330-223
N855NW,AIRBUS,A330-223
N856NW,AIRBUS,A330-223
N857NW,AIRBUS,A330-223
N925FR,AIRBUS,A319-111
N926FR,AIRBUS,A319-111
N927FR,AIRBUS,A319-111
N928FR,AIRBUS,A319-111
N929FR,AIRBUS,A319-111
N930FR,AIRBUS,A319-111
N931FR,AIRBUS,A319-111
N932FR,AIRBUS,A319-111
N933FR,AIRBUS,A319-111
N934FR,AIRBUS,A319-111
N935FR,AIRBUS,A319-111
N358NB,AIRBUS,A319-114
N359NB,AIRBUS,A319-114
N360NB,AIRBUS,A319-114
N361NB,AIRBUS,A319-114
N362NB,AIRBUS,A319-114
N363NB,AIRBUS,A319-114
N364NB,AIRBUS,A319-114
N365NB,AIRBUS,A319-114
N366NB,AIRBUS,A319-114
N368NB,AIRBUS,A319-114
N369NB,AIRBUS,A319-114
N370NB,AIRBUS,A319-114
N371NB,AIRBUS,A319-114
N377NW,AIRBUS,A320-211
N378NW,AIRBUS,A320-211
N558JB,AIRBUS,A320-232
N559JB,AIRBUS,A320-232
N561JB,AIRBUS,A320-232
N562JB,AIRBUS,A320-232
N563JB,AIRBUS,A320-232
N564JB,AIRBUS,A320-232
N565JB,AIRBUS,A320-232
N566JB,AIRBUS,A320-232
N568JB,AIRBUS,A320-232
N569JB,AIRBUS,A320-232
N570JB,AIRBUS,A320-232
N571JB,AIRBUS,A320-232
N579JB,AIRBUS,A320-232
N580JB,AIRBUS,A320-232
N581JB,AIRBUS,A320-232
N582JB,AIRBUS,A320-232
N601AW,AIRBUS,A320-232
N801FR,AIRBUS,A318-111
N801NW,AIRBUS,A330-323
N802FR,AIRBUS,A318-111
N802NW,AIRBUS,A330-323
N803FR,AIRBUS,A318-111
N803NW,AIRBUS,A330-323
N804FR,AIRBUS,A318-111
N804NW,AIRBUS,A330-323
N805NW,AIRBUS,A330-323
N917FR,AIRBUS,A319-111
N918FR,AIRBUS,A319-111
N919FR,AIRBUS,A319-111
N920FR,AIRBUS,A319-111
N921FR,AIRBUS,A319-111
N922FR,AIRBUS,A319-111
N923FR,AIRBUS,A319-111
N924FR,AIRBUS,A319-111
N186US,AIRBUS,A321-211
N187US,AIRBUS,A321-211
N188US,AIRBUS,A321-211
N338NB,AIRBUS,A319-114
N339NB,AIRBUS,A319-114
N340NB,AIRBUS,A319-114
N341NB,AIRBUS,A319-114
N342NB,AIRBUS,A319-114
N343NB,AIRBUS,A319-114
N344NB,AIRBUS,A319-114
N346NB,AIRBUS,A319-114
N347NB,AIRBUS,A319-114
N348NB,AIRBUS,A319-114
N349NB,AIRBUS,A319-114
N351NB,AIRBUS,A319-114
N352NB,AIRBUS,A319-114
N353NB,AIRBUS,A319-114
N354NB,AIRBUS,A319-114
N355NB,AIRBUS,A319-114
N357NB,AIRBUS,A319-114
N375NC,AIRBUS,A320-212
N376NW,AIRBUS,A320-212
N489UA,AIRBUS,A320-232
N490UA,AIRBUS,A320-232
N491UA,AIRBUS,A320-232
N492UA,AIRBUS,A320-232
N493UA,AIRBUS,A320-232
N494UA,AIRBUS,A320-232
N495UA,AIRBUS,A320-232
N496UA,AIRBUS,A320-232
N497UA,AIRBUS,A320-232
N498UA,AIRBUS,A320-232
N546JB,AIRBUS,A320-232
N547JB,AIRBUS,A320-232
N548JB,AIRBUS,A320-232
N550JB,AIRBUS,A320-232
N552JB,AIRBUS,A320-232
N554JB,AIRBUS,A320-232
N556JB,AIRBUS,A320-232
N668AW,AIRBUS,A320-232
N669AW,AIRBUS,A320-232
N833AW,AIRBUS,A319-132
N851UA,AIRBUS,A319-131
N852UA,AIRBUS,A319-131
N853UA,AIRBUS,A319-131
N854UA,AIRBUS,A319-131
N855UA,AIRBUS,A319-131
N906FR,AIRBUS,A319-111
N907FR,AIRBUS,A319-112
N908FR,AIRBUS,A319-111
N909FR,AIRBUS,A319-111
N910FR,AIRBUS,A319-112
N912FR,AIRBUS,A319-111
N913FR,AIRBUS,A319-112
N914FR,AIRBUS,A319-111
N915FR,AIRBUS,A319-112
N603AW,AIRBUS,A320-232
N174US,AIRBUS INDUSTRIE,A321-211
N177US,AIRBUS INDUSTRIE,A321-211
N181UW,AIRBUS INDUSTRIE,A321-211
N271AY,AIRBUS INDUSTRIE,A330-323
N331NB,AIRBUS INDUSTRIE,A319-114
N466UA,AIRBUS INDUSTRIE,A320-232
N602AW,AIRBUS INDUSTRIE,A320-232
N705UW,AIRBUS INDUSTRIE,A319-112
N826AW,AIRBUS INDUSTRIE,A319-132
N828AW,AIRBUS INDUSTRIE,A319-132
N829AW,AIRBUS INDUSTRIE,A319-132
N830AW,AIRBUS INDUSTRIE,A319-132
N184US,AIRBUS INDUSTRIE,A321-211
N185UW,AIRBUS INDUSTRIE,A321-211
N334NB,AIRBUS INDUSTRIE,A319-114
N335NB,AIRBUS INDUSTRIE,A319-114
N336NB,AIRBUS INDUSTRIE,A319-114
N337NB,AIRBUS INDUSTRIE,A319-114
N487UA,AIRBUS INDUSTRIE,A320-232
N488UA,AIRBUS INDUSTRIE,A320-232
N534JB,AIRBUS INDUSTRIE,A320-232
N535JB,AIRBUS INDUSTRIE,A320-232
N667AW,AIRBUS INDUSTRIE,A320-232
N848UA,AIRBUS INDUSTRIE,A319-131
N849UA,AIRBUS INDUSTRIE,A319-131
N850UA,AIRBUS INDUSTRIE,A319-131
N916FR,AIRBUS INDUSTRIE,A319-112
N161UW,AIRBUS INDUSTRIE,A321-211
N162UW,AIRBUS INDUSTRIE,A321-211
N163US,AIRBUS INDUSTRIE,A321-211
N165US,AIRBUS INDUSTRIE,A321-211
N167US,AIRBUS INDUSTRIE,A321-211
N169UW,AIRBUS INDUSTRIE,A321-211
N170US,AIRBUS INDUSTRIE,A321-211
N171US,AIRBUS INDUSTRIE,A321-211
N172US,AIRBUS INDUSTRIE,A321-211
N173US,AIRBUS INDUSTRIE,A321-211
N176UW,AIRBUS INDUSTRIE,A321-211
N178US,AIRBUS INDUSTRIE,A321-211
N179UW,AIRBUS INDUSTRIE,A321-211
N180US,AIRBUS INDUSTRIE,A321-211
N182UW,AIRBUS INDUSTRIE,A321-211
N183UW,AIRBUS INDUSTRIE,A321-211
N189UW,AIRBUS INDUSTRIE,A321-211
N190UW,AIRBUS INDUSTRIE,A321-211
N191UW,AIRBUS INDUSTRIE,A321-211
N192UW,AIRBUS INDUSTRIE,A321-211
N276AY,AIRBUS INDUSTRIE,A330-323
N277AY,AIRBUS INDUSTRIE,A330-323
N278AY,AIRBUS INDUSTRIE,A330-323
N321NB,AIRBUS INDUSTRIE,A319-114
N322NB,AIRBUS INDUSTRIE,A319-114
N323NB,AIRBUS INDUSTRIE,A319-114
N324NB,AIRBUS INDUSTRIE,A319-114
N325NB,AIRBUS INDUSTRIE,A319-114
N326NB,AIRBUS INDUSTRIE,A319-114
N327NB,AIRBUS INDUSTRIE,A319-114
N328NB,AIRBUS INDUSTRIE,A319-114
N329NB,AIRBUS INDUSTRIE,A319-114
N330NB,AIRBUS INDUSTRIE,A319-114
N332NB,AIRBUS INDUSTRIE,A319-114
N333NB,AIRBUS INDUSTRIE,A319-114
N371NW,AIRBUS INDUSTRIE,A320-212
N372NW,AIRBUS INDUSTRIE,A320-212
N373NW,AIRBUS INDUSTRIE,A320-212
N374NW,AIRBUS INDUSTRIE,A320-212
N469UA,AIRBUS INDUSTRIE,A320-232
N470UA,AIRBUS INDUSTRIE,A320-232
N471UA,AIRBUS INDUSTRIE,A320-232
N472UA,AIRBUS INDUSTRIE,A320-232
N473UA,AIRBUS INDUSTRIE,A320-232
N474UA,AIRBUS INDUSTRIE,A320-232
N475UA,AIRBUS INDUSTRIE,A320-232
N476UA,AIRBUS INDUSTRIE,A320-232
N477UA,AIRBUS INDUSTRIE,A320-232
N478UA,AIRBUS INDUSTRIE,A320-232
N479UA,AIRBUS INDUSTRIE,A320-232
N480UA,AIRBUS INDUSTRIE,A320-232
N481UA,AIRBUS INDUSTRIE,A320-232
N482UA,AIRBUS INDUSTRIE,A320-232
N483UA,AIRBUS INDUSTRIE,A320-232
N484UA,AIRBUS INDUSTRIE,A320-232
N485UA,AIRBUS INDUSTRIE,A320-232
N486UA,AIRBUS INDUSTRIE,A320-232
N519JB,AIRBUS INDUSTRIE,A320-232
N520JB,AIRBUS INDUSTRIE,A320-232
N521JB,AIRBUS INDUSTRIE,A320-232
N528JB,AIRBUS INDUSTRIE,A320-232
N529JB,AIRBUS INDUSTRIE,A320-232
N663AW,AIRBUS INDUSTRIE,A320-232
N664AW,AIRBUS INDUSTRIE,A320-232
N665AW,AIRBUS INDUSTRIE,A320-232
N823AW,AIRBUS INDUSTRIE,A319-132
N824AW,AIRBUS INDUSTRIE,A319-132
N825AW,AIRBUS INDUSTRIE,A319-132
N827AW,AIRBUS INDUSTRIE,A319-132
N831AW,AIRBUS INDUSTRIE,A319-132
N832AW,AIRBUS INDUSTRIE,A319-132
N834UA,AIRBUS INDUSTRIE,A319-131
N835UA,AIRBUS INDUSTRIE,A319-131
N836UA,AIRBUS INDUSTRIE,A319-131
N837UA,AIRBUS INDUSTRIE,A319-131
N838UA,AIRBUS INDUSTRIE,A319-131
N839UA,AIRBUS INDUSTRIE,A319-131
N840UA,AIRBUS INDUSTRIE,A319-131
N841UA,AIRBUS INDUSTRIE,A319-131
N842UA,AIRBUS INDUSTRIE,A319-131
N843UA,AIRBUS INDUSTRIE,A319-131
N844UA,AIRBUS INDUSTRIE,A319-131
N845UA,AIRBUS INDUSTRIE,A319-131
N846UA,AIRBUS INDUSTRIE,A319-131
N847UA,AIRBUS INDUSTRIE,A319-131
N901FR,AIRBUS INDUSTRIE,A319-112
N902FR,AIRBUS INDUSTRIE,A319-111
N903FR,AIRBUS INDUSTRIE,A319-112
N904FR,AIRBUS INDUSTRIE,A319-111
N905FR,AIRBUS INDUSTRIE,A319-111
N117UW,AIRBUS INDUSTRIE,A320-214
N118US,AIRBUS INDUSTRIE,A320-214
N119US,AIRBUS INDUSTRIE,A320-214
N121UW,AIRBUS INDUSTRIE,A320-214
N122US,AIRBUS INDUSTRIE,A320-214
N123UW,AIRBUS INDUSTRIE,A320-214
N124US,AIRBUS INDUSTRIE,A320-214
N270AY,AIRBUS INDUSTRIE,A330-323
N272AY,AIRBUS INDUSTRIE,A330-323
N273AY,AIRBUS INDUSTRIE,A330-323
N274AY,AIRBUS INDUSTRIE,A330-323
N275AY,AIRBUS INDUSTRIE,A330-323
N314NB,AIRBUS INDUSTRIE,A319-114
N315NB,AIRBUS INDUSTRIE,A319-114
N316NB,AIRBUS INDUSTRIE,A319-114
N317NB,AIRBUS INDUSTRIE,A319-114
N318NB,AIRBUS INDUSTRIE,A319-114
N319NB,AIRBUS INDUSTRIE,A319-114
N320NB,AIRBUS INDUSTRIE,A319-114
N458UA,AIRBUS INDUSTRIE,A320-232
N459UA,AIRBUS INDUSTRIE,A320-232
N460UA,AIRBUS INDUSTRIE,A320-232
N461UA,AIRBUS INDUSTRIE,A320-232
N462UA,AIRBUS INDUSTRIE,A320-232
N463UA,AIRBUS INDUSTRIE,A320-232
N464UA,AIRBUS INDUSTRIE,A320-232
N465UA,AIRBUS INDUSTRIE,A320-232
N467UA,AIRBUS INDUSTRIE,A320-232
N468UA,AIRBUS INDUSTRIE,A320-232
N505JB,AIRBUS INDUSTRIE,A320-232
N506JB,AIRBUS INDUSTRIE,A320-232
N509JB,AIRBUS INDUSTRIE,A320-232
N510JB,AIRBUS INDUSTRIE,A320-232
N604AW,AIRBUS INDUSTRIE,A320-232
N659AW,AIRBUS INDUSTRIE,A320-232
N660AW,AIRBUS INDUSTRIE,A320-232
N661AW,AIRBUS INDUSTRIE,A320-232
N662AW,AIRBUS INDUSTRIE,A320-232
N730US,AIRBUS INDUSTRIE,A319-112
N732US,AIRBUS INDUSTRIE,A319-112
N733UW,AIRBUS INDUSTRIE,A319-112
N737US,AIRBUS INDUSTRIE,A319-112
N738US,AIRBUS INDUSTRIE,A319-112
N740UW,AIRBUS INDUSTRIE,A319-112
N741UW,AIRBUS INDUSTRIE,A319-112
N742PS,AIRBUS INDUSTRIE,A319-112
N744P,AIRBUS INDUSTRIE,A319-112
N745VJ,AIRBUS INDUSTRIE,A319-112
N746UW,AIRBUS INDUSTRIE,A319-112
N747UW,AIRBUS INDUSTRIE,A319-112
N748UW,AIRBUS INDUSTRIE,A319-112
N749US,AIRBUS INDUSTRIE,A319-112
N750UW,AIRBUS INDUSTRIE,A319-112
N751UW,AIRBUS INDUSTRIE,A319-112
N752US,AIRBUS INDUSTRIE,A319-112
N753US,AIRBUS INDUSTRIE,A319-112
N754UW,AIRBUS INDUSTRIE,A319-112
N755US,AIRBUS INDUSTRIE,A319-112
N756US,AIRBUS INDUSTRIE,A319-112
N757UW,AIRBUS INDUSTRIE,A319-112
N758US,AIRBUS INDUSTRIE,A319-112
N760US,AIRBUS INDUSTRIE,A319-112
N762US,AIRBUS INDUSTRIE,A319-112
N763US,AIRBUS INDUSTRIE,A319-112
N764US,AIRBUS INDUSTRIE,A319-112
N765US,AIRBUS INDUSTRIE,A319-112
N766US,AIRBUS INDUSTRIE,A319-112
N767UW,AIRBUS INDUSTRIE,A319-112
N768US,AIRBUS INDUSTRIE,A319-112
N769US,AIRBUS INDUSTRIE,A319-112
N770UW,AIRBUS INDUSTRIE,A319-112
N812AW,AIRBUS INDUSTRIE,A319-132
N813AW,AIRBUS INDUSTRIE,A319-132
N814AW,AIRBUS INDUSTRIE,A319-132
N815AW,AIRBUS INDUSTRIE,A319-132
N816AW,AIRBUS INDUSTRIE,A319-132
N817AW,AIRBUS INDUSTRIE,A319-132
N818AW,AIRBUS INDUSTRIE,A319-132
N819AW,AIRBUS INDUSTRIE,A319-132
N820AW,AIRBUS INDUSTRIE,A319-132
N821AW,AIRBUS INDUSTRIE,A319-132
N822AW,AIRBUS INDUSTRIE,A319-132
N829UA,AIRBUS INDUSTRIE,A319-131
N830UA,AIRBUS INDUSTRIE,A319-131
N831UA,AIRBUS INDUSTRIE,A319-131
N832UA,AIRBUS INDUSTRIE,A319-131
N833UA,AIRBUS INDUSTRIE,A319-131
N103US,AIRBUS INDUSTRIE,A320-214
N104UW,AIRBUS INDUSTRIE,A320-214
N105UW,AIRBUS INDUSTRIE,A320-214
N106US,AIRBUS INDUSTRIE,A320-214
N107US,AIRBUS INDUSTRIE,A320-214
N108UW,AIRBUS INDUSTRIE,A320-214
N109UW,AIRBUS INDUSTRIE,A320-214
N110UW,AIRBUS INDUSTRIE,A320-214
N111US,AIRBUS INDUSTRIE,A320-214
N112US,AIRBUS INDUSTRIE,A320-214
N113UW,AIRBUS INDUSTRIE,A320-214
N114UW,AIRBUS INDUSTRIE,A320-214
N301NB,AIRBUS INDUSTRIE,A319-114
N302NB,AIRBUS INDUSTRIE,A319-114
N364NW,AIRBUS INDUSTRIE,A320-212
N365NW,AIRBUS INDUSTRIE,A320-212
N366NW,AIRBUS INDUSTRIE,A320-212
N367NW,AIRBUS INDUSTRIE,A320-212
N368NW,AIRBUS INDUSTRIE,A320-212
N369NW,AIRBUS INDUSTRIE,A320-212
N370NW,AIRBUS INDUSTRIE,A320-212
N452UA,AIRBUS INDUSTRIE,A320-232
N453UA,AIRBUS INDUSTRIE,A320-232
N454UA,AIRBUS INDUSTRIE,A320-232
N455UA,AIRBUS INDUSTRIE,A320-232
N456UA,AIRBUS INDUSTRIE,A320-232
N457UA,AIRBUS INDUSTRIE,A320-232
N503JB,AIRBUS INDUSTRIE,A320-232
N504JB,AIRBUS INDUSTRIE,A320-232
N652AW,AIRBUS INDUSTRIE,A320-232
N653AW,AIRBUS INDUSTRIE,A320-232
N654AW,AIRBUS INDUSTRIE,A320-232
N655AW,AIRBUS INDUSTRIE,A320-232
N656AW,AIRBUS INDUSTRIE,A320-232
N657AW,AIRBUS INDUSTRIE,A320-232
N658AW,AIRBUS INDUSTRIE,A320-232
N708UW,AIRBUS INDUSTRIE,A319-112
N709UW,AIRBUS INDUSTRIE,A319-112
N710UW,AIRBUS INDUSTRIE,A319-112
N711UW,AIRBUS INDUSTRIE,A319-112
N712US,AIRBUS INDUSTRIE,A319-112
N713UW,AIRBUS INDUSTRIE,A319-112
N714US,AIRBUS INDUSTRIE,A319-112
N715UW,AIRBUS INDUSTRIE,A319-112
N716UW,AIRBUS INDUSTRIE,A319-112
N717UW,AIRBUS INDUSTRIE,A319-112
N721UW,AIRBUS INDUSTRIE,A319-112
N722US,AIRBUS INDUSTRIE,A319-112
N723UW,AIRBUS INDUSTRIE,A319-112
N724UW,AIRBUS INDUSTRIE,A319-112
N725UW,AIRBUS INDUSTRIE,A319-112
N804AW,AIRBUS INDUSTRIE,A319-132
N805AW,AIRBUS INDUSTRIE,A319-132
N806AW,AIRBUS INDUSTRIE,A319-132
N807AW,AIRBUS INDUSTRIE,A319-132
N808AW,AIRBUS INDUSTRIE,A319-132
N809AW,AIRBUS INDUSTRIE,A319-132
N810AW,AIRBUS INDUSTRIE,A319-132
N824UA,AIRBUS INDUSTRIE,A319-131
N825UA,AIRBUS INDUSTRIE,A319-131
N826UA,AIRBUS INDUSTRIE,A319-131
N827UA,AIRBUS INDUSTRIE,A319-131
N828UA,AIRBUS INDUSTRIE,A319-131
N102UW,AIRBUS INDUSTRIE,A320-214
N352NW,AIRBUS INDUSTRIE,A320-212
N353NW,AIRBUS INDUSTRIE,A320-212
N354NW,AIRBUS INDUSTRIE,A320-212
N355NW,AIRBUS INDUSTRIE,A320-212
N356NW,AIRBUS INDUSTRIE,A320-212
N357NW,AIRBUS INDUSTRIE,A320-212
N358NW,AIRBUS INDUSTRIE,A320-212
N359NW,AIRBUS INDUSTRIE,A320-212
N360NW,AIRBUS INDUSTRIE,A320-212
N361NW,AIRBUS INDUSTRIE,A320-212
N362NW,AIRBUS INDUSTRIE,A320-212
N363NW,AIRBUS INDUSTRIE,A320-212
N442UA,AIRBUS INDUSTRIE,A320-232
N443UA,AIRBUS INDUSTRIE,A320-232
N444UA,AIRBUS INDUSTRIE,A320-232
N445UA,AIRBUS INDUSTRIE,A320-232
N446UA,AIRBUS INDUSTRIE,A320-232
N447UA,AIRBUS INDUSTRIE,A320-232
N448UA,AIRBUS INDUSTRIE,A320-232
N449UA,AIRBUS INDUSTRIE,A320-232
N451UA,AIRBUS INDUSTRIE,A320-232
N649AW,AIRBUS INDUSTRIE,A320-232
N650AW,AIRBUS INDUSTRIE,A320-232
N651AW,AIRBUS INDUSTRIE,A320-232
N700UW,AIRBUS INDUSTRIE,A319-112
N701UW,AIRBUS INDUSTRIE,A319-112
N702UW,AIRBUS INDUSTRIE,A319-112
N703UW,AIRBUS INDUSTRIE,A319-112
N704US,AIRBUS INDUSTRIE,A319-112
N801AW,AIRBUS INDUSTRIE,A319-132
N802AW,AIRBUS INDUSTRIE,A319-132
N803AW,AIRBUS INDUSTRIE,A319-132
N805UA,AIRBUS INDUSTRIE,A319-131
N806UA,AIRBUS INDUSTRIE,A319-131
N807UA,AIRBUS INDUSTRIE,A319-131
N808UA,AIRBUS INDUSTRIE,A319-131
N809UA,AIRBUS INDUSTRIE,A319-131
N810UA,AIRBUS INDUSTRIE,A319-131
N811UA,AIRBUS INDUSTRIE,A319-131
N812UA,AIRBUS INDUSTRIE,A319-131
N813UA,AIRBUS INDUSTRIE,A319-131
N814UA,AIRBUS INDUSTRIE,A319-131
N815UA,AIRBUS INDUSTRIE,A319-131
N816UA,AIRBUS INDUSTRIE,A319-131
N817UA,AIRBUS INDUSTRIE,A319-131
N818UA,AIRBUS INDUSTRIE,A319-131
N819UA,AIRBUS INDUSTRIE,A319-131
N820UA,AIRBUS INDUSTRIE,A319-131
N821UA,AIRBUS INDUSTRIE,A319-131
N822UA,AIRBUS INDUSTRIE,A319-131
N823UA,AIRBUS INDUSTRIE,A319-131
N351NW,AIRBUS INDUSTRIE,A320-212
N437UA,AIRBUS INDUSTRIE,A320-232
N438UA,AIRBUS INDUSTRIE,A320-232
N439UA,AIRBUS INDUSTRIE,A320-232
N440UA,AIRBUS INDUSTRIE,A320-232
N441UA,AIRBUS INDUSTRIE,A320-232
N605AW,AIRBUS INDUSTRIE,A320-232
N647AW,AIRBUS INDUSTRIE,A320-232
N648AW,AIRBUS INDUSTRIE,A320-232
N801UA,AIRBUS INDUSTRIE,A319-131
N804UA,AIRBUS INDUSTRIE,A319-131
N349NW,AIRBUS INDUSTRIE,A320-212
N430UA,AIRBUS INDUSTRIE,A320-232
N431UA,AIRBUS INDUSTRIE,A320-232
N432UA,AIRBUS INDUSTRIE,A320-232
N433UA,AIRBUS INDUSTRIE,A320-232
N434UA,AIRBUS INDUSTRIE,A320-232
N435UA,AIRBUS INDUSTRIE,A320-232
N436UA,AIRBUS INDUSTRIE,A320-232
N642AW,AIRBUS INDUSTRIE,A320-232
N422UA,AIRBUS INDUSTRIE,A320-232
N423UA,AIRBUS INDUSTRIE,A320-232
N424UA,AIRBUS INDUSTRIE,A320-232
N425UA,AIRBUS INDUSTRIE,A320-232
N426UA,AIRBUS INDUSTRIE,A320-232
N427UA,AIRBUS INDUSTRIE,A320-232
N428UA,AIRBUS INDUSTRIE,A320-232
N429UA,AIRBUS INDUSTRIE,A320-232
N619AW,AIRBUS INDUSTRIE,A320-232
N406UA,AIRBUS INDUSTRIE,A320-232
N407UA,AIRBUS INDUSTRIE,A320-232
N408UA,AIRBUS INDUSTRIE,A320-232
N409UA,AIRBUS INDUSTRIE,A320-232
N410UA,AIRBUS INDUSTRIE,A320-232
N411UA,AIRBUS INDUSTRIE,A320-232
N412UA,AIRBUS INDUSTRIE,A320-232
N413UA,AIRBUS INDUSTRIE,A320-232
N414UA,AIRBUS INDUSTRIE,A320-232
N415UA,AIRBUS INDUSTRIE,A320-232
N416UA,AIRBUS INDUSTRIE,A320-232
N417UA,AIRBUS INDUSTRIE,A320-232
N418UA,AIRBUS INDUSTRIE,A320-232
N419UA,AIRBUS INDUSTRIE,A320-232
N420UA,AIRBUS INDUSTRIE,A320-232
N421UA,AIRBUS INDUSTRIE,A320-232
N640AW,AIRBUS INDUSTRIE,A320-232
N342NW,AIRBUS INDUSTRIE,A320-212
N343NW,AIRBUS INDUSTRIE,A320-212
N344NW,AIRBUS INDUSTRIE,A320-212
N345NW,AIRBUS INDUSTRIE,A320-212
N347NW,AIRBUS INDUSTRIE,A320-212
N348NW,AIRBUS INDUSTRIE,A320-212
N350NA,AIRBUS INDUSTRIE,A320-212
N401UA,AIRBUS INDUSTRIE,A320-232
N402UA,AIRBUS INDUSTRIE,A320-232
N403UA,AIRBUS INDUSTRIE,A320-232
N404UA,AIRBUS INDUSTRIE,A320-232
N405UA,AIRBUS INDUSTRIE,A320-232
N321US,AIRBUS INDUSTRIE,A320-211
N322US,AIRBUS INDUSTRIE,A320-211
N323US,AIRBUS INDUSTRIE,A320-211
N324US,AIRBUS INDUSTRIE,A320-211
N325US,AIRBUS INDUSTRIE,A320-211
