iata,airport,city,state,country,man_res,runways,gates
4SD,Reno/Stead,Reno,NV,USA,468,468,468
4T6,Mid-Way,Midlothian-Waxahachie,TX,USA,469,469,469
4U3,Liberty County,Chester,MT,USA,470,470,470
4U6,Circle Town County,Circle,MT,USA,471,471,471
4V0,Rangely,Rangely,CO,USA,472,472,472
4V1,Johnson ,Walsenburg,CO,USA,473,473,473
4V9,Antelope County,Neligh,NE,USA,474,474,474
4W1,Elizabethtown Municipal,Elizabethtown,NC,USA,475,475,475
4Z4,Holy Cross,Holy Cross,AK,USA,476,476,476
4Z7,Hyder SPB,Hyder,AK,USA,477,477,477
50I,Kentland Municipal,Kentland,IN,USA,478,478,478
50J,Berkeley County,Moncks Corner,SC,USA,479,479,479
50K,Pawnee City Municipal,Pawnee City,NE,USA,480,480,480
50R,Lockhart Municipal,Lockhart,TX,USA,481,481,481
51D,Edgeley Municipal ,Edgeley,ND,USA,482,482,482
51Z,Minto (New),Minto,AK,USA,483,483,483
52A,Madison Municipal,Madison,GA,USA,484,484,484
52E,Timberon ,Timberon,NM,USA,485,485,485
52J,Lee County,Bishopville,SC,USA,486,486,486
53A,"Dr. C.P. Savage, Sr.",Montezuma,GA,USA,487,487,487
53K,Osage City Municipal,Osage City,KS,USA,488,488,488
54J,Defuniak Springs,Defuniak Springs,FL,USA,489,489,489
55D,Grayling Army Airfield,Grayling,MI,USA,490,490,490
55J,Fernandina Beach Municipal,Fernandina Beach,FL,USA,491,491,491
55S,Packwood,Packwood,WA,USA,492,492,492
56D,Wyandot County,Upper Sandusky,OH,USA,493,493,493
56M,Warsaw Municipal,Warsaw,MO,USA,494,494,494
56S,Seaside Municipal,Seaside,OR,USA,495,495,495
57B,Islesboro,Islesboro,ME,USA,496,496,496
57C,East Troy Municipal,East Troy,WI,USA,497,497,497
59B,Newton ,Jackman,ME,USA,498,498,498
5A4,Okolona Mun.-Richard M. Stovall ,Okolona,MS,USA,499,499,499
5A6,Winona-Montgomery County,Winona,MS,USA,500,500,500
5A8,Aleknagik,Aleknagik,AK,USA,501,501,501
5A9,Roosevelt Memorial,Warm Springs,GA,USA,502,502,502
5B2,Saratoga Cty,Saratoga Springs,NY,USA,503,503,503
5B3,Danielson,Danielson,CT,USA,504,504,504
5B7,Rensselaer Air Park,Troy,NY,USA,505,505,505
5CD,Chandalar Shelf,Chandalar Camp,AK,USA,506,506,506
5D3,Owosso Community,Owosso,MI,USA,507,507,507
5F1,Post-Garza County Municipal,Post,TX,USA,508,508,508
5F4,Homer Municipal,Homer,LA,USA,509,509,509
5G0,Leroy ,Le Roy,NY,USA,510,510,510
5G7,Bluffton,Bluffton,OH,USA,511,511,511
5G8,Pittsburgh Boquet Airpark,Jeanette,PA,USA,512,512,512
5G9,Toledo Suburban,Lambertville,MI,USA,513,513,513
5HO,Hope,Hope,AK,USA,514,514,514
5I4,Sheridan,Sheridan,IN,USA,515,515,515
5J0,John Day State,John Day,OR,USA,516,516,516
5J9,Twin City,Loris,SC,USA,517,517,517
5K2,Tribune Municipal,Tribune,KS,USA,518,518,518
5M0,Rountree ,Hartselle,AL,USA,519,519,519
5M1,De Witt Municipal,De Witt,AR,USA,520,520,520
5M4,Fordyce Municipal,Fordyce,AR,USA,521,521,521
5M9,Marion-Crittenden County,Marion,KY,USA,522,522,522
5N8,Casselton Regional,Casselton,ND,USA,523,523,523
5ND6,Hillsboro Municipal,Hillsboro,ND,USA,524,524,524
5NI,Nikolai,Nikolai,AK,USA,525,525,525
5NK,Naknek,Naknek,AK,USA,526,526,526
5NN,Nondalton,Nondalton,AK,USA,527,527,527
5R3,Rusty Allen ,Lago Vista,TX,USA,528,528,528
5R4,Foley Municipal,Foley,AL,USA,529,529,529
5R5,Wharton Municipal,Wharton,TX,USA,530,530,530
5R8,De Quincy Industrial Airpark,De Quincy,LA,USA,531,531,531
5S8,St. Michael,St. Michael,AK,USA,532,532,532
5T5,Hillsboro Municipal,Hillsboro,TX,USA,533,533,533
5T6,Dona Ana County  At Santa Teresa,Santa Teresa,NM,USA,534,534,534
5T9,Maverick County Meml Intl,Eagle Pass,TX,USA,535,535,535
5TE,Tetlin,Tetlin,AK,USA,536,536,536
5U3,Ennis - Big Sky,Ennis,MT,USA,537,537,537
5U8,Geraldine,Geraldine,MT,USA,538,538,538
5V5,Shiprock Airstrip,Shiprock,NM,USA,539,539,539
5V8,Kadoka Municipal,Kadoka,SD,USA,540,540,540
5W8,Siler City Municipal,Siler City,NC,USA,541,541,541
5Z1,Juneau Harbor,Juneau,AK,USA,542,542,542
5Z5,Kantishna,Kantishna,AK,USA,543,543,543
60F,Seymour Municipal,Seymour,TX,USA,544,544,544
60J,Ocean Isle,Ocean Isle Beach,NC,USA,545,545,545
61A,Camden Municipal,Camden,AL,USA,546,546,546
61B,Boulder City Municipal,Boulder City,NV,USA,547,547,547
61C,Fort Atkinson Municipal,Fort Atkinson,WI,USA,548,548,548
61J,Portland Downtown Heliport,Portland,OR,USA,549,549,549
61S,Cottage Grove State,Cottage Grove,OR,USA,550,550,550
62D,Warren,Warren,OH,USA,551,551,551
62H,Giddings-Lee County,Giddings,TX,USA,552,552,552
62S,Christmas Valley,Christmas Valley,OR,USA,553,553,553
63A,Lloyd R. Roundtree Seaplane Facility,Petersburg,AK,USA,554,554,554
63C,Adams County Legion ,Adams/Friendship,WI,USA,555,555,555
63S,Colville Municipal,Colville,WA,USA,556,556,556
65J,Wrens Memorial,Wrens,GA,USA,557,557,557
65S,Boundary County,Bonners Ferry,ID,USA,558,558,558
66D,Sturgis Municipal,Sturgis,SD,USA,559,559,559
67L,Mesquite,Mesquite,NV,USA,560,560,560
68A,Wrangell SPB,Wrangell,AK,USA,561,561,561
68S,Davenport,Davenport,WA,USA,562,562,562
6A1,Butler Municipal,Butler,GA,USA,563,563,563
6A2,Griffin-Spaulding County ,Griffin,GA,USA,564,564,564
6A3,Andrews-Murphy,Andrews,NC,USA,565,565,565
6A4,Johnson County,Mountain City,TN,USA,566,566,566
6A8,Allakaket,Allakaket,AK,USA,567,567,567
6B0,Middlebury State,Middlebury,VT,USA,568,568,568
6B4,Frankfort-Highland,Utica/Frankfort,NY,USA,569,569,569
6B6,Minute Man Airfield,Stow,MA,USA,570,570,570
6B8,Caledonia County State,Lyndonville,VT,USA,571,571,571
6B9,Skaneateles Aero Drome,Skaneateles,NY,USA,572,572,572
6D6,Greenville Municipal,Greenville,MI,USA,573,573,573
6D8,Barnes County Municipal,Valley City,ND,USA,574,574,574
6F1,Talihina Municipal,Talihina,OK,USA,575,575,575
6G1,Titusville,Titusville,PA,USA,576,576,576
6G5,Barnesville - Bradfield,Barnesville,OH,USA,577,577,577
6I2,Lebanon-Springfield,Springfield,KY,USA,578,578,578
6J0,Corporate,Pelion,SC,USA,579,579,579
6J2,St George,St George,SC,USA,580,580,580
6J4,Saluda County,Saluda,SC,USA,581,581,581
6K3,Creighton Municipal,Creighton,NE,USA,582,582,582
6K4,Fairview Municipal,Fairview,OK,USA,583,583,583
6K8,Tok Junction,Tok,AK,USA,584,584,584
6L4,Logan County,Logan,WV,USA,585,585,585
6M2,Horseshoe Bend,Horseshoe Bend,AR,USA,586,586,586
6M6,Lewis County Regional,Monticello,MO,USA,587,587,587
6M7,Lee County-Marianna,Marianna,AR,USA,588,588,588
6M8,Marked Tree Municipal,Marked Tree,AR,USA,589,589,589
6N5,E 34th St Heliport,New York,NY,USA,590,590,590
6N7,New York Skyports Inc. SPB,New York,NY,USA,591,591,591
6N8,Thomas County ,Thedford,NE,USA,592,592,592
6R3,Cleveland Municipal,Cleveland,TX,USA,593,593,593
6R7,Old Harbor (New),Old Harbor,AK,USA,594,594,594
6R9,Llano Municipal,Llano,TX,USA,595,595,595
6S0,Big Timber,Big Timber,MT,USA,596,596,596
6S2,Florence Muni,Florence,OR,USA,597,597,597
6S3,Columbus,Columbus,MT,USA,598,598,598
6S5,Ravalli County,Hamilton,MT,USA,599,599,599
6S8,Laurel Municipal,Laurel,MT,USA,600,600,600
6V0,Edgemont Municipal,Edgemont,SD,USA,601,601,601
6V3,Tazewell County,Richlands,VA,USA,602,602,602
6V4,Wall Municipal,Wall,SD,USA,603,603,603
6V6,Hopkins ,Nucla,CO,USA,604,604,604
70J,Cairo-Grady County,Cairo,GA,USA,605,605,605
71J,Blackwell ,Ozark,AL,USA,606,606,606
72S,Rosalia Municipal,Rosalia,WA,USA,607,607,607
73C,Lancaster,Lancaster,WI,USA,608,608,608
73J,Beaufort County,Beaufort,SC,USA,609,609,609
74D,Marshall Cty,Moundsville,WV,USA,610,610,610
74S,Anacortes,Anacortes,WA,USA,611,611,611
74V,Roosevelt Municipal,Roosevelt,UT,USA,612,612,612
75J,Turner County,Ashburn,GA,USA,613,613,613
76G,Marine City,Marine City,MI,USA,614,614,614
77G,Marlette Township,Marlette,MI,USA,615,615,615
77S,Hobby ,Creswell,OR,USA,616,616,616
78D,Caro Municipal,Caro,MI,USA,617,617,617
79D,Philippi-Barbour County Regional,Philippi,WV,USA,618,618,618
79J,Andalusia,Andalusia,AL,USA,619,619,619
79S,Fort Benton,Fort Benton,MT,USA,620,620,620
7A0,Greensboro Municipal,Greensboro,AL,USA,621,621,621
7A2,Demopolis Municipal,Demopolis,AL,USA,622,622,622
7A3,Lanett Municipal,Lanett,AL,USA,623,623,623
7A5,Roanoke Municipal,Roanoke,AL,USA,624,624,624
7A8,Avery County/Morrison ,Spruce Pine,NC,USA,625,625,625
7B2,La Fleur,Northampton,MA,USA,626,626,626
7D2,Troy-Oakland,Troy,MI,USA,627,627,627
7F3,Caddo Mills Municipal,Caddo Mills,TX,USA,628,628,628
7F6,Clarksville-Red River County,Clarksville,TX,USA,629,629,629
7F7,Clifton Municipal,Clifton,TX,USA,630,630,630
7F9,Comanche County-City,Comanche,TX,USA,631,631,631
7G0,Ledgedale Airpark,Brockport,NY,USA,632,632,632
7G8,Geauga County,Middlefield,OH,USA,633,633,633
7I7,Bellefontaine Municipal,Bellefontaine,OH,USA,634,634,634
7K0,Pike County-Hatcher ,Pikeville,KY,USA,635,635,635
7K2,Skagway SPB,Skagway,AK,USA,636,636,636
7K4,Ohio County ,Hartford,KY,USA,637,637,637
7K8,Martin ,South Sioux City,NE,USA,638,638,638
7KA,Tatitlek,Tatitlek,AK,USA,639,639,639
7M1,McGehee Municipal,McGehee,AR,USA,640,640,640
7M3,Bearce,Mount Ida,AR,USA,641,641,641
7M4,Osceola Municipal,Osceola,AR,USA,642,642,642
7M5,Ozark-Franklin County,Ozark,AR,USA,643,643,643
7M7,Piggott Municipal,Piggott,AR,USA,644,644,644
7N0,New Orleans Downtown Heliport,New Orleans,LA,USA,645,645,645
7N1,Corning-Painted Post,Corning,NY,USA,646,646,646
7N7,Spitfire Aerodrome,Pedrictown,NJ,USA,647,647,647
7S0,Ronan,Ronan,MT,USA,648,648,648
7S1,Twin Bridges,Twin Bridges,MT,USA,649,649,649
7S5,Independence State,Independence,OR,USA,650,650,650
7S6,White Sulphur Springs,White Sulphur Springs,MT,USA,651,651,651
7S7,Valier,Valier,MT,USA,652,652,652
7V1,Buena Vista Muni,Buena Vista,CO,USA,653,653,653
7V7,Red Cloud Municipal,Red Cloud,NE,USA,654,654,654
7W6,Hyde County,Englehard,NC,USA,655,655,655
80F,Antlers Municipal,Antlers,OK,USA,656,656,656
81B,Oxford County Regional,Norway,ME,USA,657,657,657
82C,Mauston-New Lisbon Union,New Lisbon,WI,USA,658,658,658
82V,Pine Bluffs Municipal,Pine Bluffs,WY,USA,659,659,659
83D,Mackinac County,St Ignace,MI,USA,660,660,660
84D,Cheyenne Eagle Butte,Eagle Butte,SD,USA,661,661,661
84K,Meyers Chuck SPB,Meyers Chuck,AK,USA,662,662,662
84R,Smithville Municipal,Smithville,TX,USA,663,663,663
85V,Ganado,Ganado,AZ,USA,664,664,664
86F,Carnegie Municipal,Carnegie,OK,USA,665,665,665
87I,Yazoo County,Yazoo City,MS,USA,666,666,666
87Y,Blackhawk Airfield,Madison,WI,USA,667,667,667
88C,Palmyra Municipal,Palmyra,WI,USA,668,668,668
88J,Allendale County,Allendale,SC,USA,669,669,669
88M,Eureka,Eureka,MT,USA,670,670,670
89D,Kelleys Island Land ,Kelleys Island,OH,USA,671,671,671
8A0,Albertville Municipal ,Albertville,AL,USA,672,672,672
8A1,Guntersville Municipal,Guntersville,AL,USA,673,673,673
8A3,Livingston Municipal,Livingston,TN,USA,674,674,674
8B0,Rangeley Municipal,Rangeley,ME,USA,675,675,675
8D1,New Holstein Municipal,New Holstein,WI,USA,676,676,676
8D3,Sisseton Municipal,Sisseton,SD,USA,677,677,677
8D4,Sparta,Sparta,MI,USA,678,678,678
8D7,Clark County,Clark,SD,USA,679,679,679
8D9,Howard Municipal,Howard,SD,USA,680,680,680
8F7,Decatur Municipal,Decatur,TX,USA,681,681,681
8G2,Lawrence,Corry,PA,USA,682,682,682
8G6,Harrison County,Cadiz,OH,USA,683,683,683
8G7,Zelienople,Zelienople,PA,USA,684,684,684
8K8,Cimarron Municipal,Cimarron,KS,USA,685,685,685
8K9,Murphys Pullout SPB,Ketchikan,AK,USA,686,686,686
8M1,Booneville-Baldwyn,Booneville,MS,USA,687,687,687
8S1,Polson,Polson,MT,USA,688,688,688
8S2,Cashmere-Dryden,Cashmere,WA,USA,689,689,689
8S5,East Cooper,Mt Pleasant,SC,USA,690,690,690
8U6,Terry,Terry,MT,USA,691,691,691
8U8,Townsend,Townsend,MT,USA,692,692,692
8V2,Stuart-Atkinson Municipal,Atkinson,NE,USA,693,693,693
8Y2,Buffalo Municipal,Buffalo,MN,USA,694,694,694
91C,Sauk - Prairie,Prairie Du Sac,WI,USA,695,695,695
91F,Arrowhead,Canadian,OK,USA,696,696,696
93B,Stonington,Stonington,ME,USA,697,697,697
93C,Richland,Richland Center,WI,USA,698,698,698
93F,Mignon Laird Municipal,Cheyenne,OK,USA,699,699,699
93Y,David City Municipal,David City,NE,USA,700,700,700
94K,Cassville Municipal,Cassville,MO,USA,701,701,701
95F,Cleveland Municipal,Cleveland,OK,USA,702,702,702
96D,Walhalla Municipal,Walhalla,ND,USA,703,703,703
96Z,North Whale SPB,North Whale Pass,AK,USA,704,704,704
97M,Ekalaka,Ekalaka,MT,USA,705,705,705
98D,Onida Municipal,Onida,SD,USA,706,706,706
99N,Bamburg County,Bamburg,SC,USA,707,707,707
99Y,Greeley Municipal,Greeley,NE,USA,708,708,708
9A1,Covington Municipal,Covington,GA,USA,709,709,709
9A3,Chuathbaluk,Chuathbaluk,AK,USA,710,710,710
9A4,Lawrence County ,Courtland,AL,USA,711,711,711
9A5,Barwick-LaFayette ,LaFayette,GA,USA,712,712,712
9A6,Chester Municipal,Chester,SC,USA,713,713,713
9A8,Ugashik,Ugashik,AK,USA,714,714,714
9C8,Evart Municipal,Evart,MI,USA,715,715,715
9D0,Highmore Municipal,Highmore,SD,USA,716,716,716
9D1,Gregory Municipal,Gregory,SD,USA,717,717,717
9D2,Harding County,Buffalo,SD,USA,718,718,718
9D7,Cando Municipal,Cando,ND,USA,719,719,719
9D9,Hastings Municipal,Hastings,MI,USA,720,720,720
9G0,Buffalo Airfield,Buffalo,NY,USA,721,721,721
9G1,West Penn,Tarentum,PA,USA,722,722,722
9G3,Akron,Akron,NY,USA,723,723,723
9G5,Royalton,Gasport,NY,USA,724,724,724
9G8,Ebensburg,Ebensburg,PA,USA,725,725,725
9I0,Havana Regional,Havana,IL,USA,726,726,726
9I3,West Liberty,West Liberty,KY,USA,727,727,727
9K2,Kokhanok,Kokhanok,AK,USA,728,728,728
9K4,Skyhaven,Warrensburg,MO,USA,729,729,729
9K7,Ellsworth Municipal ,Ellsworth,KS,USA,730,730,730
9K8,Kingman Municipal,Kingman,KS,USA,731,731,731
9M4,Ackerman-Choctaw County,Ackerman,MS,USA,732,732,732
9M6,Kelly,Oak Grove,LA,USA,733,733,733
9M8,Sheridan-Grant County Regional,Sheridan,AR,USA,734,734,734
9S2,Scobey,Scobey,MT,USA,735,735,735
9S4,Mineral County,Superior,MT,USA,736,736,736
9S5,Three Forks,Three Forks,MT,USA,737,737,737
9S7,Winifred,Winifred,MT,USA,738,738,738
9S9,Lexington,Lexington,OR,USA,739,739,739
9U0,Turner,Turner,MT,USA,740,740,740
9U3,Austin,Austin,NV,USA,741,741,741
9U4,Dixon,Dixon,WY,USA,742,742,742
9V5,Modisett ,Rushville,NE,USA,743,743,743
9V6,Martin Municipal,Martin,SD,USA,744,744,744
9V9,Chamberlain Municipal,Chamberlain,SD,USA,745,745,745
9W7,Currituck County,Currituck,NC,USA,746,746,746
A04,Centre Municipal,Centre,AL,USA,747,747,747
A14,Portage Creek,Portage Creek,AK,USA,748,748,748
A29,Sitka SPB,Sitka,AK,USA,749,749,749
A30,Scott Valley,Fort Jones,CA,USA,750,750,750
A32,Butte Valley,Dorris,CA,USA,751,751,751
A61,Tuntutuliak,Tuntutuliak,AK,USA,752,752,752
A63,Twin Hills,Twin Hills,AK,USA,753,753,753
A79,Chignik Lake,Chignik Lake,AK,USA,754,754,754
A85,Kwigillingok,Kwigillingok,AK,USA,755,755,755
AAF,Apalachicola Municipal,Apalachicola,FL,USA,756,756,756
AAO,Colonel James Jabara,Wichita,KS,USA,757,757,757
AAS,Taylor County,Cambellsville,KY,USA,758,758,758
AAT,Alturas Municipal,Alturas,CA,USA,759,759,759
ABE,Lehigh Valley International,Allentown,PA,USA,760,760,760
ABI,Abilene Regional,Abilene,TX,USA,761,761,761
ABO,Antonio (Nery) Juarbe Pol,Arecibo,PR,USA,762,762,762
ABQ,Albuquerque International,Albuquerque,NM,USA,763,763,763
ABR,Aberdeen Regional,Aberdeen,SD,USA,764,764,764
ABY,Southwest Georgia Regional,Albany,GA,USA,765,765,765
ACB,Antrim County,Bellaire,MI,USA,766,766,766
ACJ,Souther ,Americus,GA,USA,767,767,767
ACK,Nantucket Memorial,Nantucket,MA,USA,768,768,768
ACQ,Waseca Municipal,Waseca,MN,USA,769,769,769
ACT,Waco Regional,Waco,TX,USA,770,770,770
ACV,Arcata,Arcata/Eureka,CA,USA,771,771,771
ACY,Atlantic City International,Atlantic City,NJ,USA,772,772,772
ACZ,Henderson ,Wallace,NC,USA,773,773,773
ADC,Wadena Municipal ,Wadena,MN,USA,774,774,774
ADG,Lenawee County,Adrian,MI,USA,775,775,775
ADH,Ada Municipal,Ada,OK,USA,776,776,776
ADK,Adak,Adak,AK,USA,777,777,777
ADM,Ardmore Municipal,Ardmore,OK,USA,778,778,778
ADQ,Kodiak ,Kodiak,AK,USA,779,779,779
ADS,Addison,Dallas/Addison,TX,USA,780,780,780
ADT,Atwood-Rawlins County City-County,Atwood,KS,USA,781,781,781
ADU,Audubon Municipal,Audubon,IA,USA,782,782,782
AEG,Double Eagle II,Albuquerque,NM,USA,783,783,783
AEL,Albert Lea Municipal,Albert Lea,MN,USA,784,784,784
AEX,Alexandria International,Alexandria,LA,USA,785,785,785
AFE,Kake,Kake,AK,USA,786,786,786
AFJ,Washington County,Washington,PA,USA,787,787,787
AFK,Nebraska City Municipal,Nebraska City,NE,USA,788,788,788
AFM,Ambler,Ambler,AK,USA,789,789,789
AFN,Jaffrey Municipal Silver Ranch,Jaffrey,NH,USA,790,790,790
AFO,Afton Municipal,Afton,WY,USA,791,791,791
AFW,Fort Worth Alliance,Fort Worth,TX,USA,792,792,792
AGC,Allegheny Cty,Pittsburgh,PA,USA,793,793,793
AGN,Angoon SPB,Angoon,AK,USA,794,794,794
AGO,Magnolia Municipal,Magnolia,AR,USA,795,795,795
AGS,Bush ,Augusta,GA,USA,796,796,796
AGZ,Wagner Municipal,Wagner,SD,USA,797,797,797
AHH,Amery Municipal,Amery,WI,USA,798,798,798
AHN,Athens Municipal,Athens,GA,USA,799,799,799
AHP,Port Alexander SPB,Port Alexander,AK,USA,800,800,800
AHQ,Wahoo Municipal,Wahoo,NE,USA,801,801,801
AIA,Alliance Municipal,Alliance,NE,USA,802,802,802
AID,Anderson Municipal,Anderson,IN,USA,803,803,803
AIG,Langlade County,Antigo,WI,USA,804,804,804
AIK,Aiken Municipal,Aiken,SC,USA,805,805,805
AIO,Atlantic Municipal,Atlantic,IA,USA,806,806,806
AIT,Aitkin Municipal,Aitkin,MN,USA,807,807,807
AIV,George Downer ,Aliceville,AL,USA,808,808,808
AIY,Atlantic City Municipal,Atlantic City,NJ,USA,809,809,809
AIZ,Lee C Fine Memorial,Kaiser/Lake Ozark,MO,USA,810,810,810
AJC,Chignik (Anchorage Bay),Chignik,AK,USA,811,811,811
AJG,Mt Carmel Municipal,Mt Carmel,IL,USA,812,812,812
AJO,Corona Municipal,Corona,CA,USA,813,813,813
AJR,Habersham County,Cornelia,GA,USA,814,814,814
AK5,Perryville,Perryville,AK,USA,815,815,815
AKA,Atka,Atka,AK,USA,816,816,816
AKH,Gastonia Municipal,Gastonia,NC,USA,817,817,817
AKI,Akiak,Akiak,AK,USA,818,818,818
AKK,Akhiok,Akhiok,AK,USA,819,819,819
AKN,King Salmon,King Salmon,AK,USA,820,820,820
AKO,Akron-Washington Co,Akron,CO,USA,821,821,821
AKP,Anaktuvuk Pass,Anaktuvuk Pass,AK,USA,822,822,822
AKR,Akron Fulton Intl.,Akron,OH,USA,823,823,823
AKW,Klawock,Klawock,AK,USA,824,824,824
AL08,Vaiden ,Marion,AL,USA,825,825,825
ALB,Albany Cty,Albany,NY,USA,826,826,826
ALI,Alice International,Alice,TX,USA,827,827,827
ALM,Alamogordo-White Sands Regional,Alamogordo,NM,USA,828,828,828
ALN,St. Louis Regional,Alton/St. Louis,IL,USA,829,829,829
ALO,Waterloo Municipal,Waterloo,IA,USA,830,830,830
ALS,San Luis Valley Regional/Bergman ,Alamosa,CO,USA,831,831,831
ALW,Walla Walla Regional,Walla Walla,WA,USA,832,832,832
ALX,Thomas C Russell ,Alexander City,AL,USA,833,833,833
AMA,Amarillo International,Amarillo,TX,USA,834,834,834
AMG,Bacon County,Alma,GA,USA,835,835,835
AMN,Gratiot Community,Alma,MI,USA,836,836,836
AMT,Alexander Salamon,West Union,OH,USA,837,837,837
AMW,Ames Municipal,Ames,IA,USA,838,838,838
ANB,Anniston Metropolitan,Anniston,AL,USA,839,839,839
ANC,Ted Stevens Anchorage International,Anchorage,AK,USA,840,840,840
AND,Anderson County,Anderson,SC,USA,841,841,841
ANE,Anoka County,Minneapolis,MN,USA,842,842,842
ANI,Aniak,Aniak,AK,USA,843,843,843
ANQ,Steuben County-Tri State,Angola,IN,USA,844,844,844
ANV,Anvik,Anvik,AK,USA,845,845,845
ANW,Ainsworth Municipal,Ainsworth,NE,USA,846,846,846
ANY,Anthony Municipal,Anthony,KS,USA,847,847,847
AOC,Arco-Butte County,Arco,ID,USA,848,848,848
AOH,Allen County,Lima,OH,USA,849,849,849
AOO,Altoona-Blair Cty,Altoona,PA,USA,850,850,850
APA,Centennial,Denver,CO,USA,851,851,851
APC,Napa County,Napa,CA,USA,852,852,852
APF,Naples Municipal,Naples,FL,USA,853,853,853
APN,Alpena County Regional ,Alpena,MI,USA,854,854,854
APT,Marion County-Brown ,Jasper,TN,USA,855,855,855
APV,Apple Valley,Apple Valley,CA,USA,856,856,856
AQC,Klawock SPB,Klawock,AK,USA,857,857,857
AQH,Kwinhagak,Quinhagak,AK,USA,858,858,858
AQT,Nuiqsut,Nuiqsut,AK,USA,859,859,859
AQW,Harriman And West,North Adams,MA,USA,860,860,860
AQY,Girdwood,Girdwood,AK,USA,861,861,861
ARA,Acadiana Regional,New Iberia,LA,USA,862,862,862
ARB,Ann Arbor Municipal,Ann Arbor,MI,USA,863,863,863
ARC,Arctic Village,Arctic Village,AK,USA,864,864,864
ARG,Walnut Ridge Regional,Walnut Ridge,AR,USA,865,865,865
ARR,Aurora Municipal,Chicago/Aurora,IL,USA,866,866,866
ART,Watertown Intl,Watertown,NY,USA,867,867,867
ARV,Lakeland,Minocqua-Woodruff,WI,USA,868,868,868
ASD,Slidell,Slidell,LA,USA,869,869,869
ASE,Aspen-Pitkin Co/Sardy ,Aspen,CO,USA,870,870,870
ASG,Springdale Municipal,Springdale,AR,USA,871,871,871
ASH,Boire ,Nashua,NH,USA,872,872,872
ASJ,Tri-County,Ahoskie,NC,USA,873,873,873
ASL,Marshall - Harrison County,Marshall,TX,USA,874,874,874
ASN,Talladega Municipal,Talladega,AL,USA,875,875,875
AST,Astoria Regional,Astoria,OR,USA,876,876,876
ASW,Warsaw Municipal,Warsaw,IN,USA,877,877,877
ASX,John F Kennedy Memorial,Ashland,WI,USA,878,878,878
ATA,Hall-Miller Municipal,Atlanta,TX,USA,879,879,879
ATK,Atqasuk,Atqasuk,AK,USA,880,880,880
ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,881,881,881
ATS,Artesia Municipal,Artesia,NM,USA,882,882,882
ATW,Outagamie County Regional,Appleton,WI,USA,883,883,883
ATY,Watertown Municipal,Watertown,SD,USA,884,884,884
AUG,Augusta State,Augusta,ME,USA,885,885,885
AUH,Aurora Municipal,Aurora,NE,USA,886,886,886
AUK,Alakanuk,Alakanuk,AK,USA,887,887,887
AUM,Austin Municipal,Austin,MN,USA,888,888,888
AUN,Auburn Municipal,Auburn,CA,USA,889,889,889
AUO,Auburn-Opelik,Auburn,AL,USA,890,890,890
AUS,Austin-Bergstrom International,Austin,TX,USA,891,891,891
AUW,Wausau Municipal,Wausau,WI,USA,892,892,892
AVC,Mecklenburg-Brunswick Regional,South Hill,VA,USA,893,893,893
AVK,Alva Regional,Alva,OK,USA,894,894,894
AVL,Asheville Regional,Asheville,NC,USA,895,895,895
AVO,Avon Park Municipal,Avon Park,FL,USA,896,896,896
AVP,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,USA,897,897,897
AVQ,Marana Northwest Regional,Marana,AZ,USA,898,898,898
AVX,Catalina,Avalon,CA,USA,899,899,899
AWG,Washington Municipal,Washington,IA,USA,900,900,900
AWI,Wainwright,Wainwright,AK,USA,901,901,901
AWM,West Memphis Municipal,West Memphis,AR,USA,902,902,902
AWO,Arlington Municipal,Arlington,WA,USA,903,903,903
AXA,Algona Municipal,Algona,IA,USA,904,904,904
AXN,Chandler ,Alexandria,MN,USA,905,905,905
AXS,Altus Municipal,Altus,OK,USA,906,906,906
AXV,Neil Armstrong,Wapakoneta,OH,USA,907,907,907
AXX,Angel Fire,Angel Fire,NM,USA,908,908,908
AYS,Waycross-Ware County,Waycross,GA,USA,909,909,909
AZC,Colorado City Municipal,Colorado City,AZ,USA,910,910,910
AZE,Hazelhurst,Hazelhurst,GA,USA,911,911,911
AZO,Kalamazoo County,Kalamazoo,MI,USA,912,912,912
B01,Granville,Granville,NY,USA,913,913,913
B08,Silver Springs,Silver Springs,NV,USA,914,914,914
B16,Whitford,Weedsport,NY,USA,915,915,915
B19,Biddeford Municipal,Biddeford,ME,USA,916,916,916
B21,Sugarloaf Regional,Carrabasset,ME,USA,917,917,917
BAF,Barnes Municipal,Westfield,MA,USA,918,918,918
BAK,Columbus Municipal,Columbus,IN,USA,919,919,919
BAM,Battle Mountain,Battle Mountain,NV,USA,920,920,920
BAX,Huron County Memorial,Bad Axe,MI,USA,921,921,921
BAZ,New Braunfels Municipal,New Braunfels,TX,USA,922,922,922
BBB,Benson Municipal,Benson,MN,USA,923,923,923
BBD,Curtis ,Brady,TX,USA,924,924,924
BBP,Marlboro County,Bennettsville,SC,USA,925,925,925
BBW,Broken Bow Municipal,Broken Bow,NE,USA,926,926,926
BCB,Virginia Tech,Blacksburg,VA,USA,927,927,927
BCE,Bryce Canyon,Bryce Canyon,UT,USA,928,928,928
BCK,Black River Falls Area,Black River Falls,WI,USA,929,929,929
BCT,Boca Raton,Boca Raton,FL,USA,930,930,930
